Week Start Date;Weekly EAF;Weekly PCLF;Weekly UCLF;Weekly OCLF;Year;Fin_Year
2018-07-16;;;;;;
2018-07-23;;;;;;
2018-07-30;;;;;;
2018-08-06;;;;;;
2018-08-13;;;;;;
2018-08-20;;;;;;
2018-08-27;;;;;;
2018-09-03;;;;;;
2018-09-10;;;;;;
2018-09-17;;;;;;
2018-09-24;;;;;;
2018-10-01;;;;;;
2018-10-08;;;;;;
2018-10-15;;;;;;
2018-10-22;;;;;;
2018-10-29;;;;;;
2018-11-05;;;;;;
2018-11-12;;;;;;
2018-11-19;;;;;;
2018-11-26;;;;;;
2018-12-03;;;;;;
2018-12-10;;;;;;
2018-12-17;;;;;;
2018-12-24;;;;;;
2018-12-31;;;;;;
2019-01-07;;;;;;
2019-01-14;;;;;;
2019-01-21;;;;;;
2019-01-28;;;;;;
2019-02-04;;;;;;
2019-02-11;;;;;;
2019-02-18;;;;;;
2019-02-25;;;;;;
2019-03-04;;;;;;
2019-03-11;;;;;;
2019-03-18;;;;;;
2019-03-25;;;;;;
2019-04-01;64,951018210204467;13,885638990200652;19,957327715119238;1,2060150844756543;2023;2019-20
2019-04-08;64,905133280751983;12,533203486024375;21,119878487967831;1,4417847452558032;2023;2019-20
2019-04-15;66,648895886238591;13,9000633513427;18,068247373092174;1,3827933893265283;2023;2019-20
2019-04-22;72,884595987406371;9,8526742256398308;16,068754885638288;1,193974901315505;2023;2019-20
2019-04-29;70,458125167353359;10,368783524656013;17,767944058631972;1,405147249358659;2023;2019-20
2019-05-06;70,858320903297837;9,3245766095073979;18,512893131926269;1,3042093552685001;2023;2019-20
2019-05-13;72,206708318757393;8,4497069696734162;18,02127587498812;1,3223088365810685;2023;2019-20
2019-05-20;72,21289727527143;10,326403797733489;16,244888164770725;1,2158107622243528;2023;2019-20
2019-05-27;71,608532057277955;7,9778929930086093;19,109433088017191;1,3041418616962528;2023;2019-20
2019-06-03;72,008228661563734;6,0010888425315967;20,691697579102581;1,2989849168020864;2023;2019-20
2019-06-10;71,639630451297037;4,9189845952800484;22,239572550083881;1,2018124033390336;2023;2019-20
2019-06-17;70,215136031066663;5,7046326283826527;22,849788585640937;1,2304427549097505;2023;2019-20
2019-06-24;71,767712471567108;5,156362416908352;21,968890945176678;1,1070341663478691;2023;2019-20
2019-07-01;71,100023392090122;5,6149794934338644;21,724331874495231;1,5606652399807734;2023;2019-20
2019-07-08;71,035257342963746;5,0152012346445991;22,536357942847545;1,4131834795441138;2023;2019-20
2019-07-15;70,630324581939618;5,7597371720883972;22,473262500395094;1,1366757455768925;2023;2019-20
2019-07-22;73,143573060704441;5,5455373695792236;20,260130082909093;1,0507594868072443;2023;2019-20
2019-07-29;71,64163671744673;5,5387374332047266;21,726874289397738;1,0927515599508071;2023;2019-20
2019-08-05;69,948698118548492;5,886955210581676;22,690789658503743;1,4735570123660913;2023;2019-20
2019-08-12;71,056544522967812;8,8472280703729549;18,74092021657011;1,3553071900891132;2023;2019-20
2019-08-19;69,050400908826759;12,198762814553666;17,339435840648658;1,4114004359709251;2023;2019-20
2019-08-26;67,19883871846605;14,054962436540603;17,14079911111255;1,605399733880803;2023;2019-20
2019-09-02;67,076206265177575;10,194662999859176;21,279652658408558;1,4494780765546844;2023;2019-20
2019-09-09;69,476881536640661;10,091320155508757;17,348435170284564;3,0833631375660171;2023;2019-20
2019-09-16;66,992852896627426;10,607255220981324;19,882025212392104;2,517866669999151;2023;2019-20
2019-09-23;68,419295956299308;12,239214751187063;18,139666383405523;1,2018229091081098;2023;2019-20
2019-09-30;67,849272349412033;9,7495438931154101;21,028446863541227;1,3727368939313311;2023;2019-20
2019-10-07;67,834403598222821;9,0618501118532144;21,448579071784941;1,6551672181390333;2023;2019-20
2019-10-14;65,465888558507132;6,9761162612323524;25,998268290768916;1,5597268894916032;2023;2019-20
2019-10-21;68,075251710048093;8,201195703353017;21,32126609939187;2,4022864872070224;2023;2019-20
2019-10-28;68,259311578662221;9,210908429787251;20,848894891839382;1,6808850997111495;2023;2019-20
2019-11-04;65,971140096556041;7,8805308485901948;24,618297917627444;1,5300311372263202;2023;2019-20
2019-11-11;66,397802011745398;10,179289229518925;21,54361750016394;1,8792912585717396;2023;2019-20
2019-11-18;65,235279114354711;11,964954011719598;20,836586684361087;1,9631801895645937;2023;2019-20
2019-11-25;66,246162672659835;11,045421947410814;20,687766101778525;2,0206492781508305;2023;2019-20
2019-12-02;63,207664221029724;9,8890820213950921;25,311631703684434;1,5916220538907511;2023;2019-20
2019-12-09;59,389477242459748;8,9669422371654104;28,68456116313731;2,9590193572375312;2023;2019-20
2019-12-16;60,135037451460128;8,1646708994591553;29,104290217875366;2,5960014312053534;2023;2019-20
2019-12-23;57,506799005560865;11,072584669072107;29,20128975085602;2,2193265745110056;2023;2019-20
2019-12-30;56,703849974136745;10,191498211786659;31,25871542443755;1,8459363896390464;2023;2019-20
2020-01-06;61,073736006609145;8,4244406874863156;28,003557809377831;2,4982654965267073;2023;2019-20
2020-01-13;62,976841103413847;9,0696681782649335;25,707019491049405;2,246471227271813;2023;2019-20
2020-01-20;61,360003535701338;6,5748342689587087;30,777934314761502;1,2872278805784481;2023;2019-20
2020-01-27;60,442463931615244;7,7651518024407711;30,626943088695601;1,1654411772483837;2023;2019-20
2020-02-03;61,121197719485863;10,051903487254018;27,234215698408121;1,5926830948519974;2023;2019-20
2020-02-10;62,43968886886119;11,201018239670304;25,526233264258895;0,83305962720961446;2023;2019-20
2020-02-17;63,609950010948239;8,7003604855097088;26,788978052735636;0,90071145080641513;2023;2019-20
2020-02-24;62,619294390902049;8,9600341326081043;27,350345134166254;1,0703263423235887;2023;2019-20
2020-03-02;62,808371824083395;7,6630069645647101;28,213542926111508;1,3150782852403902;2023;2019-20
2020-03-09;61,507301395134313;9,7758393918911111;27,276432699498717;1,4404265134758625;2023;2019-20
2020-03-16;64,224381199377603;8,3632248187721672;26,17809646250041;1,2342975193498327;2023;2019-20
2020-03-23;65,124424913022281;10,089310599064692;23,20886352986226;1,577400958050768;2023;2019-20
2020-03-30;59,512621025707752;21,8599085980217;16,760634567152934;1,8668358091176136;2023;2020-21
2020-04-06;62,7704753204345;17,686920139693257;17,880110833790834;1,6624937060814062;2023;2020-21
2020-04-13;66,605622584907067;13,136755929241541;18,399790304086196;1,857831181765196;2023;2020-21
2020-04-20;67,83414580417768;13,376681110945391;16,316176005466723;2,472997079410209;2023;2020-21
2020-04-27;65,986216357947313;9,0803176868632693;20,832256147677537;4,1012098075118715;2023;2020-21
2020-05-04;71,34882733454134;5,4225708647632578;19,350543048816476;3,8780587518789185;2023;2020-21
2020-05-11;70,411336881199375;4,8671031155425943;20,101524238991196;4,6200357642668353;2023;2020-21
2020-05-18;70,578726991496339;8,3138067417917245;16,010843297822934;5,096622968889001;2023;2020-21
2020-05-25;71,52605710065086;6,9815577342739301;16,633167893187441;4,8592172718877595;2023;2020-21
2020-06-01;72,596542793652205;4,1638642142740547;18,927435857484156;4,3121571345895795;2023;2020-21
2020-06-08;72,769164212896129;5,0316196687462771;18,038583170101944;4,1606329482556488;2023;2020-21
2020-06-15;72,803890855968447;3,4444538956124675;19,82065678639794;3,9309984620211438;2023;2020-21
2020-06-22;69,999092277141472;5,7606925303620979;20,302713986810048;3,937501205686385;2023;2020-21
2020-06-29;70,506945442558447;7,0762217312914588;18,537316073203982;3,8795167529461141;2023;2020-21
2020-07-06;66,245513336216362;6,9761754117352748;22,325646141909566;4,4526651101387964;2023;2020-21
2020-07-13;69,417302739107484;7,3145402598558906;18,992387004661634;4,2757699963749936;2023;2020-21
2020-07-20;70,326211675072017;7,5852811130684747;18,067809445373662;4,0206977664858385;2023;2020-21
2020-07-27;69,880379375184162;7,5928089021523215;18,225513781392898;4,301297941270616;2023;2020-21
2020-08-03;67,723478900753207;10,679259623762249;17,211728903933025;4,3855325715515248;2023;2020-21
2020-08-10;63,786894308206307;11,857731947562444;20,314306714427744;4,0410670298035072;2023;2020-21
2020-08-17;65,507937642959973;10,380191354354142;20,649933210273822;3,4619377924120722;2023;2020-21
2020-08-24;67,140213827818457;12,481858182662281;16,810036676714919;3,5678913128043366;2023;2020-21
2020-08-31;63,889890571373449;12,053766869009987;21,345478225568833;2,7108643340477356;2023;2020-21
2020-09-07;64,001829132244978;13,987889211465202;19,92588766341688;2,0843939928729376;2023;2020-21
2020-09-14;66,200264827027723;13,144645175770526;18,840533493702864;1,8145565034988753;2023;2020-21
2020-09-21;67,146849978695116;15,587554176391654;15,707782334654031;1,5578135102591999;2023;2020-21
2020-09-28;64,239954128270199;16,298177757391517;17,976034637912498;1,4858334764257841;2023;2020-21
2020-10-05;66,243539866086664;13,447965993814165;18,763517519815657;1,5449766202835136;2023;2020-21
2020-10-12;65,369875554615732;13,985740320590685;18,984685729230936;1,6596983955626512;2023;2020-21
2020-10-19;62,572360222524651;12,924856033095693;22,444748454071568;2,0580352903080832;2023;2020-21
2020-10-26;64,616880497797183;13,140108908995925;20,405350814715639;1,8376597784912529;2023;2020-21
2020-11-02;65,262894299923005;16,075065071158377;16,155399549952747;2,5066410789658744;2023;2020-21
2020-11-09;64,289318510671137;16,694386667167414;16,310496825466377;2,7057979966950625;2023;2020-21
2020-11-16;62,63035100087005;16,279166171134797;17,24760320363961;3,8428796243555463;2023;2020-21
2020-11-23;59,790906599023955;17,975401980666959;18,37283426493325;3,8608571553758395;2023;2020-21
2020-11-30;60,261879411537642;15,709942403548633;20,371820341531002;3,6563578433827204;2023;2020-21
2020-12-07;60,002951557326263;16,169366076514294;19,48188321148465;4,3457991546747943;2023;2020-21
2020-12-14;60,414555192339385;17,066825601992974;18,837529471105803;3,6810897345618363;2023;2020-21
2020-12-21;57,821341605585843;19,112860590715716;19,402021522253033;3,6637762814454065;2023;2020-21
2020-12-28;54,408019074847203;20,65171959990235;21,681382098363606;3,2588792268868376;2023;2020-21
2021-01-04;56,746859931919133;14,691429711151866;24,660353708038883;3,9013566488901126;2023;2020-21
2021-01-11;57,571189268657555;12,967126337675234;25,333235883079524;4,12844851058769;2023;2020-21
2021-01-18;58,827153790140684;11,841608780720367;25,057370032423439;4,2738673967155121;2023;2020-21
2021-01-25;58,546012572425909;10,617765247776367;27,019084744816723;3,8171374349810021;2023;2020-21
2021-02-01;57,9494574969277;10,789464627370467;26,419058038257141;4,8420198374446883;2023;2020-21
2021-02-08;58,528548216815551;11,998168409895612;25,326073739314754;4,1472096339740832;2023;2020-21
2021-02-15;59,375518091607681;13,697552150816941;22,88411970328595;4,0428100542894274;2023;2020-21
2021-02-22;59,142614593048357;13,420911170957458;23,419328950745175;4,0171452852490086;2023;2020-21
2021-03-01;60,416812118310027;15,102062234108063;20,447431606170053;4,0336940414118585;2023;2020-21
2021-03-08;60,13547104476897;14,524635588472757;21,920924589438819;3,4189687773194541;2023;2020-21
2021-03-15;59,56142520441994;14,563336575154958;22,683277259990454;3,1919609604346468;2023;2020-21
2021-03-22;60,310746156237521;12,172017941383295;24,492984377184257;3,0242515251949262;2023;2020-21
2021-03-29;59,242643595453572;12,468464427055229;25,628801022676285;2,6600909548149128;2023;2021-22
2021-04-05;61,817597680097677;11,619424547977953;23,791428615072434;2,771549156851933;2023;2021-22
2021-04-12;63,50640059057848;11,883031330644872;22,439602401850077;2,1709656769265688;2023;2021-22
2021-04-19;65,709101863233485;10,067844691520049;22,123957373810192;2,0990960714362741;2023;2021-22
2021-04-26;64,115966592302939;10,553627247217264;22,669095042795099;2,6613111176846971;2023;2021-22
2021-05-03;64,807219763579823;7,5328971619507978;24,022308660073293;3,6375744143960831;2023;2021-22
2021-05-10;63,863564461133407;7,9557034980032864;25,114390161628126;3,0663418792351842;2023;2021-22
2021-05-17;64,940046852937741;6,0449457557203905;25,738379793196568;3,2766275981453061;2023;2021-22
2021-05-24;63,548600385058847;5,7284749326378224;27,009863433590453;3,7130612487128754;2023;2021-22
2021-05-31;64,390650618334604;5,3985066335298528;28,000745604027394;2,2100971441081421;2023;2021-22
2021-06-07;65,135956471776922;3,7224436972008732;28,810743720635735;2,3308561103864798;2023;2021-22
2021-06-14;66,685444309282786;6,6668483640299359;24,699022544760091;1,9486847819271882;2023;2021-22
2021-06-21;67,921719194703712;7,5451757050248274;22,750616578734494;1,7824885215369588;2023;2021-22
2021-06-28;68,43617829365337;8,7660128285379209;20,477195786039594;2,3206130917691179;2023;2021-22
2021-07-05;67,153347345435179;8,9510938972709688;21,278581488607887;2,6169772686859716;2023;2021-22
2021-07-12;68,237873531851392;7,5365363692801655;21,759901735414104;2,4656883634543409;2023;2021-22
2021-07-19;66,877769310901641;5,9239565827841965;24,864867179253146;2,3334069270610112;2023;2021-22
2021-07-26;68,143767876939989;7,5940221922756219;21,891687447247325;2,3705224835370613;2023;2021-22
2021-08-02;69,728806125629916;9,6019561419755899;18,568595645978007;2,1006420864164919;2023;2021-22
2021-08-09;64,655077178908698;11,857555724578944;21,02713342675165;2,4602336697607088;2023;2021-22
2021-08-16;65,357078714288747;9,7034373864532331;22,578134257698924;2,3613496415591042;2023;2021-22
2021-08-23;65,175737680776564;12,798237374611485;19,478151729352067;2,5478732152598784;2023;2021-22
2021-08-30;64,470460676215851;11,611289626687466;21,526623569370173;2,3916261277265072;2023;2021-22
2021-09-06;61,909119986982525;10,436651536132596;25,232950894470413;2,4212775824144686;2023;2021-22
2021-09-13;63,854187658100045;11,351603206488896;21,622604180268706;3,1716049551423597;2023;2021-22
2021-09-20;62,183688669332909;13,36988845311736;21,229416311621701;3,2170065659280294;2023;2021-22
2021-09-27;60,853613373478979;12,227270592355728;23,525274470266812;3,3938415638984831;2023;2021-22
2021-10-04;57,482598456022515;12,541996367558353;27,179892218669231;2,7955129577498972;2023;2021-22
2021-10-11;57,953211790530041;11,568683008352034;27,676677049771087;2,8014281513468413;2023;2021-22
2021-10-18;58,694461386897288;11,00278654635121;27,674081691218678;2,6286703755328209;2023;2021-22
2021-10-25;58,216087852248663;11,424606198685501;27,944171694994335;2,4151342540715026;2023;2021-22
2021-11-01;56,465104582636158;9,8180613253527937;30,992068300227853;2,7247657917831991;2023;2021-22
2021-11-08;58,449059712846299;13,334634700977729;24,9099993875917;3,3063061985842745;2023;2021-22
2021-11-15;58,548799869521602;8,9036471571601652;29,878619016745571;2,668933956572662;2023;2021-22
2021-11-22;61,733675295044158;12,27875568249109;23,8421185328924;2,1454504895723576;2023;2021-22
2021-11-29;58,170854008440102;12,115930599967813;27,584163665359853;2,1290517262322317;2023;2021-22
2021-12-06;57,370774825564858;11,714545658834925;28,152139430693097;2,7625400849071222;2023;2021-22
2021-12-13;59,234218073535573;11,940622383978983;26,988670560267554;1,8364889822178889;2023;2021-22
2021-12-20;56,197394417771761;13,610834502476479;28,52851514774224;1,6632559320095193;2023;2021-22
2021-12-27;54,590625319489874;13,877979771293333;29,915851404439504;1,6155435047772899;2023;2021-22
2022-01-03;57,819730593489453;10,071281378333703;30,203372142811581;1,9056158853652627;2023;2021-22
2022-01-10;58,616115815520345;10,70253840711082;28,704498101028143;1,9768476763406928;2023;2021-22
2022-01-17;59,548013671382712;14,68847847410121;24,36091182535127;1,402596029164807;2023;2021-22
2022-01-24;59,216827525070784;14,182833980157971;24,692718199560076;1,9076202952111705;2023;2021-22
2022-01-31;57,303632353075137;11,941178713902074;29,200597667483557;1,5545912655392271;2023;2021-22
2022-02-07;59,114551757611842;12,750068706138151;26,401980027391343;1,7333995088586625;2023;2021-22
2022-02-14;60,117868619186289;11,04174511566419;27,344212703575156;1,4961735615743661;2023;2021-22
2022-02-21;60,709683858131818;11,625412768257616;26,223151994679643;1,4417513789309273;2023;2021-22
2022-02-28;58,747077205454389;11,803599290618614;28,091778203426848;1,3575453005001503;2023;2021-22
2022-03-07;56,385233545196243;13,910498437093525;28,343877701049593;1,3603903166606437;2023;2021-22
2022-03-14;60,080631132307516;11,89416433091103;26,863479916550521;1,1617246202309339;2023;2021-22
2022-03-21;59,993002058400471;12,830361571429586;25,794370208917268;1,3822661612526741;2023;2021-22
2022-03-28;59,094019728839442;14,179932552255323;25,382580141910871;1,3434675769943658;2023;2021-22
2022-04-04;60,224771263827449;12,130265320223007;26,685020496328114;0,95994291962142508;2023;2022-23
2022-04-11;55,907329733183971;11,877427874904475;30,659484506027539;1,5557578858840162;2023;2022-23
2022-04-18;55,51204905279846;11,214610521431473;31,776824343644332;1,4965160821257377;2023;2022-23
2022-04-25;58,942705728999712;10,290237456715277;29,374866622504296;1,3921901917807102;2023;2022-23
2022-05-02;59,702644463879956;8,7399753189307017;30,451743319931989;1,1056368972573534;2023;2022-23
2022-05-09;60,27058453838616;5,1936295010770941;33,575970198537355;0,95981576199939567;2023;2022-23
2022-05-16;59,588990772709266;5,703041187520161;33,932639302275184;0,77532873749538267;2023;2022-23
2022-05-23;60,859419750655569;6,9429315142301533;31,34544674719686;0,85220198791741908;2023;2022-23
2022-05-30;62,777858096880117;6,3633563973963776;29,920638285237505;0,93814722048600063;2023;2022-23
2022-06-06;62,944411060402437;5,7330008458125779;30,108132014406873;1,2144560793781081;2023;2022-23
2022-06-13;60,707492932354036;8,5086322990167904;29,640221908048947;1,1436528605802239;2023;2022-23
2022-06-20;59,628293445353393;8,0570510478956407;27,570735548781037;4,7439199579699292;2023;2022-23
2022-06-27;57,104937961225964;6,7732561600346326;28,566504360727297;7,5553015180121097;2023;2022-23
2022-07-04;56,666160188191455;8,439572823973867;32,501292049963901;2,3929749378707741;2023;2022-23
2022-07-11;59,918376823793515;8,9987492734888566;29,528390427088326;1,5544834756293069;2023;2022-23
2022-07-18;62,11414194023569;6,1369813963043134;30,850725258537757;0,89815140492223855;2023;2022-23
2022-07-25;63,801649029982357;5,0609886814574327;29,342552596901562;1,7948096916586518;2023;2022-23
2022-08-01;61,479717424743448;7,0780531004489351;30,705644440436121;0,73658503437149292;2023;2022-23
2022-08-08;63,684966693221909;9,0068643904320975;26,375427739698569;0,93274117664742595;2023;2022-23
2022-08-15;60,492126711059001;9,6144354757896409;29,270271339385928;0,62316647376543233;2023;2022-23
2022-08-22;60,971298450777631;10,726782495089784;27,832307449494937;0,46961160463764673;2023;2022-23
2022-08-29;59,28504811257416;10,587328530844152;29,581782833293246;0,54584052328844046;2023;2022-23
2022-09-05;56,232601937029024;11,061641151094275;31,988596205106617;0,71716070677008248;2023;2022-23
2022-09-12;52,671645435004812;13,564082654421197;33,14827298280423;0,61599892776976106;2023;2022-23
2022-09-19;53,093116018819146;10,439200424382717;35,422259086399706;1,0454244703984297;2023;2022-23
2022-09-26;55,412852870873586;11,427599562198068;32,105258227657011;1,0542893392713362;2023;2022-23
2022-10-03;56,857959071021568;13,332500470594223;28,586836016992269;1,2227044413919426;2023;2022-23
2022-10-10;58,342358834452575;11,10726876017501;29,250735882173394;1,299636523199023;2023;2022-23
2022-10-17;55,299225834350835;11,580266623422872;31,878903757122508;1,2416037851037847;2023;2022-23
2022-10-24;56,566715532153026;12,051495522995523;29,853086843711846;1,5287021011396007;2023;2022-23
2022-10-31;58,989791159400795;9,6169912148686514;29,298855592874002;2,0943620328565551;2023;2022-23
2022-11-07;55,206261551336894;11,352421484058645;31,369834002443888;2,0714829621605744;2023;2022-23
2022-11-14;56,454110146714712;9,8866790518417744;31,582808461494551;2,07640233994896;2023;2022-23
2022-11-21;56,460528712084617;12,186418955514329;29,138731377612935;2,2143209547881191;2023;2022-23
2022-11-28;54,367948750313651;9,1330203125031879;34,658418782626782;1,8406121545563769;2023;2022-23
2022-12-05;51,15106758067575;11,525721882057026;35,634200945832653;1,68900959143457;2023;2022-23
2022-12-12;50,448112669649106;15,391573312484825;32,92586886198167;1,2344451558843983;2023;2022-23
2022-12-19;49,878456947937885;16,671974429471057;32,20882296466975;1,2407456579213103;2023;2022-23
2022-12-26;48,464819090254437;17,09419489221812;33,117273405099532;1,3237126124279119;2023;2022-23
2023-01-02;49,192678517879322;13,969030215543357;34,615942757388268;2,2223485091890511;2023;2022-23
2023-01-09;50,793683343941183;12,751972983641471;33,955842413755114;2,4985012586622277;2023;2022-23
2023-01-16;52,470473852159188;13,070351504886753;31,896551760189158;2,5626228827648974;2023;2022-23
2023-01-23;52,336454451013132;13,612638820039862;32,209221511292277;1,8416852176547256;2023;2022-23
2023-01-30;53,217836679396086;10,753352654410522;34,868765274284328;1,1600453919090647;2023;2022-23
2023-02-06;54,338409495657949;10,890860941793502;33,345191673143553;1,425537889405001;2023;2022-23
2023-02-13;52,270952824646123;9,0797061115497044;35,753271807802065;2,8960692560021077;2023;2022-23
2023-02-20;50,73570543733922;9,5901359870298624;34,924668746927303;4,7494898287036182;2023;2022-23
2023-02-27;52,877264737771924;10,269052910222905;35,844975423447003;1,0087069285581682;2023;2022-23
2023-03-06;52,833098073655215;9,5195925336034239;35,863496194433722;1,7838131983076397;2023;2022-23
2023-03-13;58,317845719018443;9,4810925524731573;30,853194709640707;1,3478670188676938;2023;2022-23
2023-03-20;55,195684950928502;12,356597878837951;31,348724712007055;1,0989924582264901;2023;2022-23
2023-03-27;52,359396604569945;14,606117899115265;32,241233019789753;0,79325247652503095;2023;2022-23
2023-03-31;;;;;;
2023-04-03;51,692522727829079;14,531043988408882;33,034829256960897;0,74160402680114135;2023;2023-24
2023-04-10;51,061607137757214;13,769615962672605;34,308910379985441;0,85986651958474392;2023;2023-24
2023-04-17;;;;;;
2023-04-24;;;;;;
2023-05-01;;;;;;
2023-05-08;;;;;;
2023-05-15;;;;;;
2023-05-22;;;;;;
2023-05-29;;;;;;
2023-06-05;;;;;;
2023-06-12;;;;;;
2023-06-19;;;;;;
2023-06-26;;;;;;
2023-07-03;;;;;;
2023-07-10;;;;;;
2023-07-17;;;;;;
2023-07-24;;;;;;
2023-07-31;;;;;;
2023-08-07;;;;;;
2023-08-14;;;;;;
2023-08-21;;;;;;
2023-08-28;;;;;;
2023-09-04;;;;;;
2023-09-11;;;;;;
2023-09-18;;;;;;
2023-09-25;;;;;;
2023-10-02;;;;;;
2023-10-09;;;;;;
2023-10-16;;;;;;
2023-10-23;;;;;;
2023-10-30;;;;;;
2023-11-06;;;;;;
2023-11-13;;;;;;
2023-11-20;;;;;;
2023-11-27;;;;;;
2023-12-04;;;;;;
2023-12-11;;;;;;
2023-12-18;;;;;;
2023-12-25;;;;;;
2024-01-01;;;;;;
2024-01-08;;;;;;
2024-01-15;;;;;;
2024-01-22;;;;;;
2024-01-29;;;;;;
2024-02-05;;;;;;
2024-02-12;;;;;;
2024-02-19;;;;;;
2024-02-26;;;;;;
2024-03-04;;;;;;
2024-03-11;;;;;;
2024-03-18;;;;;;
2024-03-25;;;;;;
