Date Time Hour Beginning;Wind;PV;CSP;Other RE
2023-03-01 00:00:00;0;0;-2153;0
2023-03-01 01:00:00;0;0;-2143;0
2023-03-01 02:00:00;0;0;-2288;0
2023-03-01 03:00:00;0;0;-1782;0
2023-03-01 04:00:00;0;0;-1032;0
2023-03-01 05:00:00;0;687;-114;0
2023-03-01 06:00:00;0;1599;-14;0
2023-03-01 07:00:00;0;333;-29;0
2023-03-01 08:00:00;0;289;-25;0
2023-03-01 09:00:00;0;55;-25;0
2023-03-01 10:00:00;0;335;-12;0
2023-03-01 11:00:00;0;215;-16;0
2023-03-01 12:00:00;0;353;-14;0
2023-03-01 13:00:00;0;504;-10;0
2023-03-01 14:00:00;0;1264;-7;0
2023-03-01 15:00:00;0;1762;-2;0
2023-03-01 16:00:00;0;1399;-21;0
2023-03-01 17:00:00;0;1225;-15;0
2023-03-01 18:00:00;0;1707;-12;29,800000000000001
2023-03-01 19:00:00;0;1894;-6;417,19999999999999
2023-03-01 20:00:00;0;1076;-21;0
2023-03-01 21:00:00;0;0;-788;0
2023-03-01 22:00:00;0;0;-1466;0
2023-03-01 23:00:00;0;0;-1995;0
2023-03-02 00:00:00;0;0;-1954;0
2023-03-02 01:00:00;0;0;-2179;0
2023-03-02 02:00:00;0;0;-2265;0
2023-03-02 03:00:00;0;0;-1994;0
2023-03-02 04:00:00;0;0;-1319;0
2023-03-02 05:00:00;0;749;-74;0
2023-03-02 06:00:00;0;1244;-14;0
2023-03-02 07:00:00;0;2;-28;0
2023-03-02 08:00:00;0;150;-27;0
2023-03-02 09:00:00;0;33;-28;0
2023-03-02 10:00:00;0;826;-17;0
2023-03-02 11:00:00;0;1227;-14;0
2023-03-02 12:00:00;0;1237;-11;0
2023-03-02 13:00:00;0;819;-19;0
2023-03-02 14:00:00;0;1148;-12;0
2023-03-02 15:00:00;0;1227;-15;0
2023-03-02 16:00:00;0;392;-20;0
2023-03-02 17:00:00;0;343;-25;0
2023-03-02 18:00:00;0;696;-15;0
2023-03-02 19:00:00;0;428;-57;372,5
2023-03-02 20:00:00;0;0;-322;74,5
2023-03-02 21:00:00;0;0;-1607;0
2023-03-02 22:00:00;0;0;-2439;0
2023-03-02 23:00:00;0;0;-2583;0
2023-03-03 00:00:00;0;0;-2220;0
2023-03-03 01:00:00;0;0;-2439;0
2023-03-03 02:00:00;0;0;-2091;0
2023-03-03 03:00:00;0;0;-1682;0
2023-03-03 04:00:00;0;0;-978;0
2023-03-03 05:00:00;0;1108;-46;0
2023-03-03 06:00:00;0;1861;-6;0
2023-03-03 07:00:00;0;866;-11;0
